,employee_id,company_id,dept,seniority,salary,join_date,quit_date
7911,75481.0,1,customer_service,4,30000.0,2012-11-06,2014-11-14
7912,182164.0,1,customer_service,2,30000.0,2012-10-23,2013-11-08
7913,191264.0,1,marketing,16,205000.0,2013-07-02,
7914,288726.0,4,engineer,8,167000.0,2015-07-20,
7915,360750.0,2,customer_service,19,119000.0,2012-07-16,
7916,220495.0,5,sales,5,91000.0,2013-12-02,2014-11-28
7917,4665.0,6,design,18,168000.0,2015-06-16,
7918,621551.0,1,customer_service,25,118000.0,2011-02-14,2013-02-08
7919,517439.0,2,engineer,25,406000.0,2013-09-16,
7920,221684.0,9,marketing,17,171000.0,2014-12-24,
7921,380937.0,5,customer_service,2,25000.0,2014-05-19,
7922,951691.0,6,data_science,13,154000.0,2012-12-17,2014-01-31
7923,886381.0,4,customer_service,11,60000.0,2012-10-30,2015-01-02
7924,444623.0,10,sales,2,37000.0,2013-02-19,2014-04-07
7925,751114.0,9,engineer,2,62000.0,2011-06-06,2012-08-31
7926,604174.0,1,engineer,9,161000.0,2013-12-23,2014-12-04
7927,817640.0,2,customer_service,11,79000.0,2012-07-23,
7928,376030.0,3,customer_service,17,99000.0,2015-05-26,
7929,477350.0,3,engineer,28,221000.0,2015-06-09,
7930,122899.0,2,customer_service,20,120000.0,2012-08-20,2015-11-27
7931,624862.0,1,customer_service,19,126000.0,2012-08-13,
7932,179131.0,9,sales,17,173000.0,2011-03-02,2013-03-13
7933,58562.0,1,marketing,1,47000.0,2015-08-06,
7934,776658.0,1,marketing,26,211000.0,2011-12-05,2012-12-28
7935,81832.0,5,customer_service,20,104000.0,2014-03-27,
7936,485291.0,3,marketing,5,92000.0,2013-10-28,2014-10-10
7937,751820.0,2,engineer,24,252000.0,2013-08-27,2015-11-25
7938,650607.0,5,data_science,25,260000.0,2015-06-24,
7939,619047.0,6,data_science,8,141000.0,2015-07-27,
7940,674234.0,6,design,22,159000.0,2013-12-24,
7941,662558.0,3,marketing,1,43000.0,2014-02-24,2015-10-16
7942,296409.0,1,engineer,8,194000.0,2015-04-08,
7943,898675.0,8,customer_service,6,67000.0,2015-02-02,
7944,683681.0,1,marketing,13,95000.0,2011-06-13,2012-06-08
7945,149476.0,2,customer_service,10,69000.0,2012-10-08,2013-09-27
7946,506169.0,1,sales,4,61000.0,2012-11-19,2014-12-23
7947,295944.0,2,customer_service,10,78000.0,2014-10-06,2015-10-02
7948,556576.0,3,sales,21,158000.0,2015-10-19,
7949,180781.0,4,customer_service,2,24000.0,2012-12-17,
7950,68460.0,1,customer_service,4,27000.0,2011-05-02,2012-05-25
7951,761281.0,7,customer_service,2,25000.0,2012-08-27,2013-10-11
7952,864718.0,2,customer_service,22,128000.0,2014-08-25,
7953,157590.0,5,customer_service,8,65000.0,2011-07-28,2013-04-19
7954,288172.0,7,customer_service,16,91000.0,2011-12-12,2015-03-27
7955,581548.0,3,customer_service,20,81000.0,2013-10-29,2015-07-24
7956,730663.0,3,customer_service,26,97000.0,2015-04-13,
7957,801477.0,1,engineer,4,73000.0,2012-06-04,2014-08-22
7958,145947.0,9,sales,24,147000.0,2012-10-23,2013-12-20
7959,962959.0,1,customer_service,10,62000.0,2014-12-01,
7960,748505.0,9,customer_service,16,115000.0,2014-07-21,
7961,555715.0,1,marketing,21,202000.0,2011-06-20,
7962,850381.0,1,design,5,140000.0,2013-09-03,
7963,703353.0,3,sales,8,104000.0,2013-04-01,2014-04-25
7964,443516.0,8,marketing,2,38000.0,2013-08-19,
7965,445306.0,3,customer_service,18,102000.0,2011-12-12,2013-09-20
7966,351144.0,1,marketing,27,182000.0,2012-03-12,2014-03-14
7967,795817.0,1,sales,3,53000.0,2015-09-21,
7968,40303.0,2,customer_service,23,131000.0,2011-01-24,2014-12-26
7969,681964.0,3,customer_service,24,97000.0,2013-10-21,2015-07-17
7970,787646.0,4,engineer,22,265000.0,2015-07-27,
7971,127964.0,1,engineer,8,220000.0,2013-08-26,2014-08-22
7972,852736.0,3,customer_service,15,104000.0,2012-04-02,2013-06-11
7973,529048.0,2,sales,11,134000.0,2011-02-02,2015-04-10
7974,908317.0,1,engineer,12,196000.0,2013-07-15,
7975,718020.0,3,sales,7,112000.0,2014-04-21,
7976,387413.0,2,data_science,29,298000.0,2015-03-02,
7977,287086.0,7,customer_service,10,58000.0,2013-07-31,2014-07-25
7978,162416.0,1,data_science,8,179000.0,2012-07-16,2013-08-23
7979,812753.0,1,engineer,25,307000.0,2015-09-03,
7980,599894.0,1,sales,12,99000.0,2013-12-16,
7981,320361.0,2,engineer,15,308000.0,2014-10-21,
7982,395165.0,9,engineer,23,268000.0,2013-06-17,2014-12-16
7983,153137.0,1,sales,18,211000.0,2014-01-21,
7984,987232.0,3,customer_service,22,103000.0,2015-08-31,
7985,838813.0,8,marketing,9,111000.0,2014-08-11,2015-09-04
7986,137793.0,4,marketing,8,78000.0,2012-10-29,
7987,916959.0,5,data_science,1,53000.0,2012-11-12,
7988,596844.0,1,engineer,7,196000.0,2013-05-06,2014-05-05
7989,149450.0,4,customer_service,10,57000.0,2013-10-07,
7990,792073.0,4,sales,13,94000.0,2012-01-17,2013-12-06
7991,457717.0,2,marketing,10,133000.0,2012-09-04,2013-09-03
7992,207890.0,1,engineer,17,350000.0,2015-11-16,
7993,928930.0,1,marketing,11,119000.0,2015-01-20,
7994,199830.0,3,customer_service,21,97000.0,2012-01-17,2014-03-21
7995,564314.0,1,customer_service,7,73000.0,2012-04-09,
7996,34444.0,1,engineer,7,181000.0,2012-11-19,2014-10-03
7997,263167.0,3,marketing,9,106000.0,2014-08-04,
7998,622165.0,4,data_science,2,55000.0,2014-06-30,
7999,613243.0,2,data_science,13,169000.0,2011-03-07,2014-01-09
8000,768383.0,1,design,24,189000.0,2011-05-02,2014-07-18
8001,166822.0,2,customer_service,27,137000.0,2015-05-11,
8002,455653.0,5,data_science,21,292000.0,2015-05-04,
8003,207408.0,3,engineer,2,59000.0,2012-05-29,2014-05-09
8004,202072.0,5,data_science,10,148000.0,2013-07-29,2014-08-08
8005,65797.0,2,marketing,25,211000.0,2014-07-08,
8006,40041.0,1,design,14,114000.0,2015-10-01,
8007,339939.0,5,design,13,104000.0,2011-07-25,
8008,274252.0,2,marketing,25,216000.0,2014-11-17,2015-10-09
8009,773882.0,2,sales,25,213000.0,2012-01-09,2014-12-12
8010,113916.0,8,customer_service,9,62000.0,2012-04-02,2013-03-01
8011,333077.0,1,customer_service,11,63000.0,2015-06-01,
8012,84814.0,1,engineer,18,316000.0,2014-11-24,
8013,286974.0,7,marketing,23,167000.0,2012-05-21,2013-06-07
8014,765780.0,10,sales,29,175000.0,2014-09-02,2015-07-31
8015,540508.0,6,data_science,5,177000.0,2012-04-02,2014-02-21
8016,102122.0,2,customer_service,7,79000.0,2014-03-31,
8017,316020.0,1,marketing,27,209000.0,2014-02-10,2015-03-13
8018,372433.0,5,marketing,6,117000.0,2015-11-23,
8019,414232.0,6,design,22,150000.0,2014-09-29,2015-10-30
8020,365733.0,4,sales,7,114000.0,2012-07-23,2013-08-02
8021,638608.0,1,data_science,16,314000.0,2014-10-29,
8022,6289.0,5,customer_service,2,27000.0,2011-01-24,2013-12-27
8023,386475.0,7,marketing,1,30000.0,2014-10-13,
8024,478970.0,2,sales,15,186000.0,2013-07-08,2014-08-01
8025,412339.0,1,sales,11,135000.0,2014-08-25,2015-09-11
8026,98483.0,1,engineer,25,354000.0,2014-03-19,
8027,248663.0,8,sales,12,100000.0,2012-03-14,2013-04-26
8028,670057.0,1,design,14,118000.0,2014-06-16,
8029,369780.0,3,customer_service,8,63000.0,2011-02-08,2013-04-19
8030,11089.0,1,engineer,20,277000.0,2013-10-21,2014-10-17
8031,835140.0,9,customer_service,28,106000.0,2011-04-18,2012-05-01
8032,829498.0,4,engineer,8,173000.0,2011-05-23,2012-07-13
8033,221705.0,2,data_science,10,224000.0,2012-08-07,2013-08-23
8034,711516.0,9,sales,1,37000.0,2015-06-22,
8035,448883.0,10,engineer,9,141000.0,2015-06-01,
8036,907180.0,3,data_science,6,149000.0,2013-05-28,
8037,405436.0,2,customer_service,11,86000.0,2013-09-23,2014-07-18
8038,979481.0,4,engineer,1,61000.0,2014-06-30,2015-08-14
8039,866997.0,3,engineer,12,180000.0,2011-05-02,2012-05-11
8040,357495.0,1,engineer,7,171000.0,2012-02-21,2013-01-18
8041,732439.0,2,customer_service,1,29000.0,2011-05-10,2014-06-06
8042,137743.0,4,customer_service,1,23000.0,2011-09-26,2012-10-26
8043,46255.0,1,customer_service,19,123000.0,2015-08-31,
8044,306899.0,1,customer_service,29,110000.0,2015-08-31,
8045,259322.0,5,marketing,11,97000.0,2014-05-13,
8046,582831.0,2,marketing,13,131000.0,2013-02-04,
8047,898480.0,8,marketing,15,175000.0,2014-01-21,
8048,448056.0,7,engineer,19,179000.0,2014-05-19,2015-05-01
8049,123079.0,4,engineer,28,233000.0,2014-08-11,
8050,169425.0,2,data_science,20,306000.0,2012-05-07,
8051,754576.0,4,customer_service,5,66000.0,2015-10-05,
8052,493598.0,3,customer_service,18,100000.0,2014-10-13,
8053,633608.0,1,engineer,4,83000.0,2015-05-18,
8054,681209.0,9,engineer,4,56000.0,2015-11-30,
8055,509916.0,10,customer_service,2,24000.0,2014-01-27,2015-02-27
8056,817431.0,1,customer_service,22,110000.0,2014-12-08,
8057,589685.0,5,engineer,16,218000.0,2012-03-05,2015-07-24
8058,134722.0,1,data_science,19,305000.0,2015-05-18,
8059,329288.0,2,customer_service,24,146000.0,2011-10-18,2012-08-03
8060,464921.0,1,marketing,8,125000.0,2012-06-18,2014-04-04
8061,511731.0,1,sales,25,181000.0,2015-07-27,
8062,452277.0,7,sales,8,100000.0,2011-12-19,2012-12-07
8063,297870.0,4,sales,18,174000.0,2011-11-14,2013-02-15
8064,793706.0,1,data_science,17,258000.0,2012-07-16,2015-08-07
8065,463203.0,1,marketing,9,141000.0,2012-01-03,2013-10-25
8066,912284.0,1,sales,2,56000.0,2011-02-07,2012-01-13
8067,390460.0,5,customer_service,10,67000.0,2011-06-01,2015-04-06
8068,847089.0,10,engineer,19,227000.0,2012-09-10,
8069,319416.0,3,customer_service,4,27000.0,2013-04-23,2015-08-14
8070,719041.0,6,customer_service,10,52000.0,2011-09-19,2012-08-03
8071,201547.0,4,marketing,16,142000.0,2012-12-31,2013-11-29
8072,41710.0,4,data_science,21,184000.0,2012-12-17,2015-03-06
8073,977894.0,1,engineer,24,288000.0,2015-06-01,
8074,12439.0,2,customer_service,17,131000.0,2015-05-11,
8075,336196.0,8,marketing,15,132000.0,2013-06-18,2014-07-18
8076,538732.0,3,customer_service,19,116000.0,2012-01-03,2014-02-07
8077,389080.0,2,customer_service,6,84000.0,2013-05-28,2014-06-27
8078,451302.0,1,customer_service,15,111000.0,2015-06-22,
8079,15590.0,8,customer_service,23,91000.0,2012-05-16,
8080,33948.0,3,data_science,2,46000.0,2013-10-07,
8081,164831.0,2,sales,16,192000.0,2015-09-21,
8082,833440.0,3,engineer,12,170000.0,2011-10-17,2012-11-30
8083,470548.0,1,customer_service,8,63000.0,2015-03-16,
8084,925863.0,3,customer_service,1,24000.0,2015-04-06,
8085,853765.0,3,engineer,19,248000.0,2012-06-13,2013-05-10
8086,255161.0,6,engineer,16,237000.0,2011-11-21,2015-11-06
8087,118794.0,1,design,11,142000.0,2011-11-10,2015-08-28
8088,587295.0,10,customer_service,7,62000.0,2014-02-03,2015-02-06
8089,987334.0,5,customer_service,19,100000.0,2014-08-11,
8090,111991.0,4,data_science,14,153000.0,2015-10-05,
8091,655110.0,1,customer_service,15,119000.0,2012-07-23,2014-03-28
8092,804678.0,1,customer_service,10,83000.0,2012-12-04,
8093,831959.0,3,customer_service,18,105000.0,2011-12-05,2013-10-11
8094,436876.0,7,customer_service,15,89000.0,2014-11-03,2015-12-04
8095,708469.0,9,engineer,6,167000.0,2015-01-21,
8096,853635.0,2,engineer,2,63000.0,2013-06-17,2014-07-17
8097,810239.0,1,sales,22,206000.0,2011-06-06,2013-04-12
8098,870164.0,1,data_science,21,288000.0,2013-07-02,2014-05-09
8099,554761.0,1,engineer,2,83000.0,2011-10-04,2013-11-01
8100,366791.0,2,customer_service,17,122000.0,2011-06-21,2013-02-15
8101,755075.0,3,engineer,15,232000.0,2014-12-29,2015-12-08
8102,213875.0,8,customer_service,17,98000.0,2013-04-15,2015-03-06
8103,787463.0,4,engineer,21,272000.0,2014-02-24,
8104,506244.0,4,design,8,85000.0,2015-03-30,
8105,798456.0,10,design,20,161000.0,2012-04-09,2013-04-12
8106,77567.0,4,engineer,3,55000.0,2014-01-06,2015-01-16
8107,586708.0,1,customer_service,22,114000.0,2015-12-01,
8108,524855.0,3,design,6,117000.0,2012-02-21,2013-02-07
8109,217881.0,3,engineer,8,161000.0,2013-02-26,2014-07-21
8110,299667.0,6,marketing,15,167000.0,2012-08-21,2014-11-07
8111,587734.0,2,data_science,11,192000.0,2013-07-08,2015-06-05
8112,552123.0,2,sales,2,55000.0,2013-03-18,
8113,858018.0,1,customer_service,12,74000.0,2014-02-24,2015-05-08
8114,72407.0,1,sales,14,146000.0,2014-03-31,
8115,642214.0,1,sales,19,198000.0,2011-10-10,2012-10-19
8116,554869.0,2,engineer,19,318000.0,2011-09-22,2015-01-12
8117,747013.0,1,data_science,6,198000.0,2015-05-26,
8118,571661.0,4,customer_service,2,26000.0,2012-04-23,2014-05-30
8119,855892.0,2,engineer,12,194000.0,2013-03-05,2014-04-25
8120,940058.0,3,sales,11,112000.0,2012-02-29,
8121,794342.0,1,data_science,10,187000.0,2014-08-04,2015-07-31
8122,376079.0,3,engineer,6,139000.0,2013-12-02,2014-11-07
8123,95070.0,3,engineer,3,58000.0,2014-05-05,2015-02-06
8124,367123.0,2,marketing,10,143000.0,2015-07-20,
8125,130063.0,2,sales,23,249000.0,2012-07-23,2014-09-26
8126,825655.0,4,customer_service,17,88000.0,2014-09-29,
8127,613482.0,8,engineer,23,221000.0,2014-09-22,
8128,720887.0,4,customer_service,21,102000.0,2015-08-03,
8129,339388.0,1,engineer,2,67000.0,2014-09-09,
8130,4940.0,2,customer_service,2,29000.0,2015-01-05,
8131,158572.0,3,engineer,17,255000.0,2012-07-31,2014-05-09
8132,695689.0,1,data_science,10,210000.0,2015-02-04,
8133,854998.0,1,customer_service,28,116000.0,2012-02-15,2013-04-12
8134,729830.0,1,customer_service,12,61000.0,2012-01-03,2014-01-31
8135,811985.0,6,engineer,17,252000.0,2014-04-28,
8136,453503.0,5,customer_service,7,60000.0,2013-09-03,
8137,988621.0,12,engineer,3,45000.0,2012-07-02,2013-05-10
8138,67005.0,2,customer_service,26,128000.0,2011-03-21,2014-07-11
8139,539386.0,1,customer_service,24,127000.0,2011-06-06,2013-09-13
8140,458554.0,6,marketing,8,103000.0,2014-04-30,
8141,313369.0,7,data_science,19,240000.0,2012-11-12,2015-10-02
8142,648987.0,1,data_science,15,293000.0,2015-02-23,
8143,804019.0,2,customer_service,23,128000.0,2012-05-07,2013-05-17
8144,942959.0,8,customer_service,18,110000.0,2013-04-15,
8145,674209.0,1,customer_service,15,136000.0,2013-12-26,
8146,793975.0,1,engineer,18,269000.0,2012-10-15,2013-08-16
8147,592766.0,1,marketing,9,133000.0,2015-08-03,
8148,203996.0,7,customer_service,10,54000.0,2015-03-09,
8149,841606.0,9,engineer,12,147000.0,2013-05-13,2014-05-23
8150,980226.0,4,marketing,20,153000.0,2013-02-19,2015-02-27
8151,487504.0,2,sales,2,53000.0,2013-04-29,2015-05-08
8152,406653.0,1,marketing,11,137000.0,2015-05-18,
8153,750019.0,1,engineer,7,209000.0,2012-11-05,
8154,919746.0,2,customer_service,24,137000.0,2012-07-31,2013-09-13
8155,860815.0,1,marketing,13,110000.0,2011-01-24,2013-11-15
8156,713655.0,2,design,1,49000.0,2012-06-18,2014-09-19
8157,630390.0,9,engineer,15,259000.0,2012-04-16,2015-09-18
8158,123163.0,1,sales,21,198000.0,2011-12-08,2013-01-18
8159,9701.0,6,customer_service,16,101000.0,2013-02-11,2014-01-08
8160,967988.0,1,data_science,6,227000.0,2013-11-11,
8161,850894.0,3,engineer,6,119000.0,2015-08-10,
8162,893111.0,2,marketing,11,133000.0,2012-12-17,2014-10-03
8163,673697.0,1,sales,15,185000.0,2015-09-17,
8164,614923.0,5,customer_service,11,63000.0,2011-12-19,2013-01-18
8165,805956.0,3,customer_service,17,84000.0,2012-06-11,2014-04-09
8166,36541.0,7,customer_service,22,82000.0,2012-02-02,2014-01-17
8167,973905.0,5,customer_service,8,62000.0,2014-02-04,
8168,381771.0,2,marketing,21,176000.0,2011-04-04,2012-03-30
8169,198705.0,3,sales,10,107000.0,2011-12-08,2012-12-21
8170,66006.0,4,customer_service,13,63000.0,2013-05-13,2014-05-02
8171,533653.0,1,data_science,20,299000.0,2015-06-15,
8172,300106.0,5,data_science,21,198000.0,2014-12-08,
8173,485835.0,8,customer_service,5,59000.0,2011-07-11,
8174,615594.0,3,customer_service,11,57000.0,2013-11-06,
8175,590233.0,7,customer_service,9,78000.0,2011-04-13,2013-09-13
8176,374541.0,2,customer_service,7,89000.0,2015-10-05,
8177,28631.0,4,data_science,18,286000.0,2011-07-18,2012-09-07
8178,708025.0,7,sales,3,35000.0,2012-11-28,2014-09-19
8179,184429.0,6,customer_service,12,58000.0,2014-09-29,
8180,859965.0,1,design,13,118000.0,2012-01-23,2013-04-12
8181,3113.0,1,design,6,123000.0,2013-02-26,2015-01-23
8182,978219.0,5,customer_service,12,60000.0,2013-06-24,2015-05-29
8183,665999.0,1,sales,19,251000.0,2013-03-11,2014-11-21
8184,178655.0,1,engineer,9,193000.0,2012-01-03,2013-01-25
8185,326976.0,9,data_science,28,248000.0,2015-10-26,
8186,576469.0,8,marketing,9,103000.0,2014-04-02,
8187,108476.0,1,customer_service,8,75000.0,2011-04-18,2012-05-09
8188,853660.0,1,customer_service,4,32000.0,2014-05-27,
8189,187758.0,3,design,13,97000.0,2011-12-06,2013-01-04
8190,481019.0,5,sales,16,186000.0,2014-01-06,2015-12-04
8191,601862.0,3,design,29,181000.0,2014-09-02,
8192,128700.0,1,data_science,17,316000.0,2015-10-19,
8193,692514.0,1,data_science,14,203000.0,2014-11-24,
8194,765248.0,1,customer_service,11,71000.0,2012-09-10,2014-06-20
8195,108482.0,2,customer_service,5,72000.0,2014-12-02,
8196,92636.0,1,data_science,14,195000.0,2012-01-30,2013-01-25
8197,164353.0,2,sales,11,128000.0,2012-03-12,2013-04-05
8198,727800.0,1,engineer,27,258000.0,2011-02-07,2013-12-27
8199,344699.0,1,sales,7,138000.0,2011-04-06,2012-07-06
8200,272802.0,2,engineer,4,71000.0,2014-05-27,2015-06-12
8201,941097.0,1,data_science,20,269000.0,2015-08-03,
8202,239458.0,2,sales,6,126000.0,2013-07-15,2014-06-13
8203,517886.0,1,customer_service,3,33000.0,2015-06-01,
8204,860596.0,9,design,2,45000.0,2013-06-03,
8205,847403.0,1,customer_service,14,78000.0,2015-10-05,
8206,769795.0,3,engineer,6,148000.0,2013-04-22,2015-05-01
8207,709963.0,3,marketing,25,163000.0,2013-07-24,2014-08-15
8208,124803.0,3,marketing,6,108000.0,2015-09-08,
8209,814453.0,9,marketing,5,111000.0,2014-12-15,2015-10-30
8210,959845.0,4,sales,19,190000.0,2015-10-12,
8211,746796.0,1,design,9,115000.0,2012-09-24,2014-06-13
8212,152584.0,8,data_science,12,152000.0,2015-11-02,
8213,294505.0,7,data_science,6,162000.0,2011-05-02,2012-05-04
8214,158693.0,2,marketing,18,203000.0,2013-04-01,
8215,203174.0,3,customer_service,8,57000.0,2011-12-05,2014-09-12
8216,478516.0,1,marketing,17,222000.0,2013-04-15,
8217,278769.0,4,customer_service,11,72000.0,2011-08-01,2012-08-10
8218,417899.0,5,sales,14,103000.0,2013-08-19,
8219,68526.0,6,engineer,21,222000.0,2012-07-09,
8220,719117.0,1,sales,23,174000.0,2011-06-06,2013-03-01
8221,804743.0,4,data_science,14,156000.0,2012-12-24,2014-02-21
8222,386831.0,8,customer_service,17,85000.0,2014-09-08,
8223,186597.0,1,customer_service,11,88000.0,2012-01-09,2014-12-26
8224,62747.0,3,customer_service,14,63000.0,2015-09-22,
8225,500800.0,2,data_science,10,208000.0,2013-10-07,2014-11-07
8226,165914.0,3,customer_service,8,67000.0,2012-01-03,2015-09-25
8227,847230.0,6,sales,9,101000.0,2015-11-02,
8228,671883.0,1,customer_service,26,127000.0,2015-11-11,
8229,889152.0,4,engineer,24,242000.0,2015-04-20,
8230,168835.0,1,sales,24,241000.0,2014-04-14,
8231,50573.0,2,customer_service,23,115000.0,2012-11-26,2015-01-08
8232,456993.0,1,engineer,15,352000.0,2013-07-15,2015-08-21
8233,41058.0,4,sales,9,83000.0,2014-10-08,
8234,418527.0,4,customer_service,21,107000.0,2013-12-16,
8235,726851.0,5,customer_service,9,54000.0,2014-12-02,
8236,757556.0,4,engineer,16,295000.0,2012-01-10,2015-01-02
8237,393516.0,3,engineer,8,158000.0,2014-01-06,
8238,528363.0,6,customer_service,27,92000.0,2014-11-17,
8239,384520.0,9,customer_service,10,65000.0,2015-01-26,
8240,91285.0,2,data_science,10,159000.0,2014-02-10,2015-02-06
8241,889553.0,1,customer_service,24,118000.0,2014-12-08,
8242,683430.0,2,data_science,15,249000.0,2012-06-11,2013-06-21
8243,211009.0,2,customer_service,19,124000.0,2011-06-13,2012-07-03
8244,734276.0,3,customer_service,27,96000.0,2014-09-15,
8245,742233.0,5,customer_service,10,62000.0,2014-03-31,
8246,596750.0,8,design,19,166000.0,2015-07-13,
8247,909222.0,1,customer_service,1,30000.0,2013-04-01,2014-03-07
8248,857937.0,5,customer_service,4,30000.0,2013-06-24,
8249,795419.0,3,marketing,8,133000.0,2015-06-02,
8250,282546.0,5,sales,2,35000.0,2014-06-30,
8251,188723.0,3,engineer,19,248000.0,2011-04-19,2013-05-10
8252,814064.0,6,customer_service,11,65000.0,2015-10-12,
8253,398259.0,2,engineer,29,261000.0,2013-11-21,
8254,519890.0,3,marketing,18,143000.0,2011-10-10,2012-09-07
8255,305918.0,1,sales,10,139000.0,2011-10-31,2013-08-23
8256,418019.0,4,customer_service,24,101000.0,2013-07-15,
8257,957188.0,2,customer_service,20,132000.0,2015-06-01,
8258,999105.0,2,marketing,19,189000.0,2013-03-25,2014-04-25
8259,946678.0,4,customer_service,6,76000.0,2013-08-19,2015-09-04
8260,528271.0,2,customer_service,21,139000.0,2013-04-08,2014-02-07
8261,135803.0,3,customer_service,12,73000.0,2014-11-03,2015-11-20
8262,372113.0,6,customer_service,6,65000.0,2014-04-02,
8263,825760.0,4,data_science,19,211000.0,2013-02-19,
8264,305833.0,1,customer_service,13,65000.0,2014-03-31,
8265,906912.0,7,sales,9,105000.0,2014-11-10,2015-11-13
8266,176968.0,1,sales,4,44000.0,2013-02-04,
8267,10101.0,1,customer_service,10,64000.0,2013-05-20,2014-04-21
8268,947495.0,6,data_science,2,50000.0,2013-04-29,
8269,113592.0,2,sales,28,186000.0,2012-01-23,
8270,887532.0,7,engineer,9,181000.0,2015-01-21,
8271,296714.0,2,sales,1,54000.0,2012-07-23,2013-09-27
8272,991308.0,1,data_science,19,293000.0,2013-12-30,2015-01-23
8273,775246.0,7,customer_service,11,68000.0,2014-12-22,
8274,387477.0,3,marketing,9,106000.0,2015-07-27,
8275,784793.0,5,marketing,28,138000.0,2013-06-17,2014-07-07
8276,524563.0,1,engineer,29,307000.0,2011-10-31,2013-01-25
8277,725979.0,9,data_science,20,280000.0,2014-01-13,
8278,74655.0,2,engineer,10,171000.0,2011-03-28,2013-03-08
8279,354046.0,1,customer_service,27,90000.0,2014-03-31,2015-02-27
8280,389064.0,1,customer_service,4,29000.0,2011-05-09,2012-03-23
8281,620798.0,3,marketing,10,104000.0,2014-02-10,2015-01-23
8282,744018.0,3,engineer,4,53000.0,2014-04-28,
8283,380735.0,7,data_science,27,262000.0,2014-11-03,
8284,12769.0,3,customer_service,12,56000.0,2011-02-14,2015-03-20
8285,108382.0,1,engineer,29,311000.0,2015-09-21,
8286,230934.0,2,customer_service,14,76000.0,2011-08-08,2015-10-16
8287,110068.0,1,design,6,124000.0,2014-11-17,
8288,474086.0,3,engineer,4,47000.0,2012-08-06,2015-02-06
8289,439309.0,1,data_science,5,197000.0,2013-07-08,2014-07-07
8290,528440.0,1,engineer,1,89000.0,2013-04-15,
8291,766460.0,7,marketing,11,117000.0,2013-03-18,2014-04-11
8292,626150.0,4,marketing,14,104000.0,2013-01-28,2014-10-24
8293,398384.0,1,data_science,25,290000.0,2012-10-22,2015-05-29
8294,473507.0,3,engineer,28,199000.0,2011-07-18,
8295,950573.0,1,data_science,10,229000.0,2011-05-23,
8296,71414.0,2,engineer,13,195000.0,2014-08-18,2015-09-11
8297,821626.0,1,sales,24,199000.0,2014-12-01,2015-11-27
8298,182787.0,1,sales,5,142000.0,2012-01-30,2013-04-01
8299,467866.0,1,marketing,24,220000.0,2014-08-11,2015-09-04
8300,663240.0,1,engineer,29,299000.0,2015-04-01,
8301,163431.0,1,customer_service,1,27000.0,2011-06-20,
8302,113729.0,8,data_science,24,284000.0,2015-05-11,
8303,682365.0,5,design,11,98000.0,2014-01-16,
8304,283373.0,8,data_science,21,250000.0,2015-08-03,
8305,534692.0,2,customer_service,15,126000.0,2011-02-03,2015-07-31
8306,690142.0,1,engineer,10,164000.0,2015-11-09,
8307,667357.0,1,design,21,188000.0,2013-09-10,2014-10-03
8308,715418.0,8,sales,4,32000.0,2014-12-01,
8309,818256.0,3,marketing,4,44000.0,2013-06-03,2015-07-17
8310,576861.0,1,engineer,13,209000.0,2014-05-21,
8311,179063.0,1,marketing,17,203000.0,2014-09-22,2015-10-09
8312,493446.0,3,sales,12,102000.0,2012-05-08,
8313,514324.0,8,customer_service,19,94000.0,2011-10-18,2012-09-10
8314,521318.0,1,customer_service,28,146000.0,2013-05-06,2014-04-04
8315,187319.0,7,engineer,6,162000.0,2014-03-24,
8316,204607.0,2,sales,28,193000.0,2011-10-17,
8317,913884.0,2,sales,18,211000.0,2013-03-25,2014-02-14
8318,441354.0,1,engineer,4,84000.0,2015-05-18,
8319,367584.0,3,sales,21,197000.0,2014-07-28,2015-07-10
8320,367075.0,3,marketing,22,188000.0,2011-05-09,2012-04-20
8321,734742.0,8,sales,18,153000.0,2014-09-22,
8322,138087.0,1,marketing,16,234000.0,2014-03-13,
8323,452593.0,9,sales,13,106000.0,2013-08-19,2015-10-02
8324,401686.0,2,marketing,26,201000.0,2015-02-02,
8325,707073.0,1,customer_service,21,142000.0,2014-01-13,
8326,576147.0,1,customer_service,28,130000.0,2011-02-22,2012-04-09
8327,238861.0,2,sales,16,187000.0,2011-09-06,2012-09-14
8328,530447.0,1,marketing,17,204000.0,2013-01-14,2014-03-28
8329,455142.0,5,marketing,3,37000.0,2014-08-19,
8330,261507.0,3,engineer,17,253000.0,2015-06-29,
8331,908708.0,10,customer_service,4,27000.0,2013-11-25,
8332,938519.0,3,design,17,151000.0,2011-06-27,2012-08-10
8333,858139.0,3,engineer,7,189000.0,2015-08-10,
8334,474811.0,9,customer_service,19,100000.0,2013-07-01,
8335,480524.0,2,data_science,17,306000.0,2015-08-04,
8336,464756.0,3,data_science,25,203000.0,2012-03-26,2013-05-10
8337,985848.0,1,sales,19,221000.0,2011-01-31,2012-01-19
8338,705141.0,3,customer_service,20,107000.0,2012-06-25,2013-05-10
8339,493001.0,1,customer_service,15,112000.0,2012-04-30,2013-06-14
8340,795584.0,1,data_science,11,225000.0,2011-03-21,2012-12-21
8341,230587.0,1,customer_service,28,113000.0,2012-12-31,2015-02-27
8342,713124.0,1,customer_service,18,114000.0,2011-03-21,2012-07-06
